term_str,n,n_chars,p,i,h
anticipated,4,11,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
anticipating,3,12,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
anticipation,2,12,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
anticipations,1,13,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
anxieties,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
anxiety,29,7,0.00014159879689849809,12.785903372009502,0.0018104685347369953
anxious,47,7,0.0002294877053182555,12.089295515459437,0.002774344686757063
anxiously,8,9,3.9061737075447746e-05,14.643884367137073,0.0005720155609123678
any,590,3,0.002880803109314271,8.43931322288787,0.02431199977297242
anybody,32,7,0.00015624694830179098,12.643884367137073,0.0019755683470458895
anymore,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
anyone,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
anything,74,8,0.0003613210679478916,11.434431001508123,0.0041315008208413955
anywhere,9,8,4.394445420987871e-05,14.47395936569476,0.0006360502445814185
apace,2,5,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
apart,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
apartment,6,9,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
apartments,4,10,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
apiece,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
apologies,4,9,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
apologised,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
apologising,3,11,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
apologize,3,9,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
apologized,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
apology,15,7,7.324075701646453e-05,13.736993771528555,0.0010061078229572095
apothecary,5,10,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
apparent,9,8,4.394445420987871e-05,14.47395936569476,0.0006360502445814185
apparently,10,10,4.8827171344309684e-05,14.321956272249711,0.0006993006128908475
appeal,5,6,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
appealed,2,8,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
appear,37,6,0.0001806605339739458,12.434431001508123,0.0022464109443946436
appearance,52,10,0.0002539012909904103,11.943444648995982,0.003032456015252588
appearances,4,11,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
appeared,55,8,0.00026854944239370325,11.862524653612414,0.003185674381109172
appearing,9,9,4.394445420987871e-05,14.47395936569476,0.0006360502445814185
appears,3,7,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
appeased,2,8,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
appetite,2,8,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
appetites,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
applauded,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
apples,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
applicant,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
application,8,11,3.9061737075447746e-05,14.643884367137073,0.0005720155609123678
applications,4,12,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
applied,8,7,3.9061737075447746e-05,14.643884367137073,0.0005720155609123678
apply,2,5,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
applying,4,8,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
appointed,4,9,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
appointment,9,11,4.394445420987871e-05,14.47395936569476,0.0006360502445814185
appreciate,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
appreciation,1,12,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
apprehend,2,9,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
apprehended,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
apprehension,4,12,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
apprehensions,7,13,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
apprehensive,3,12,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
approach,9,8,4.394445420987871e-05,14.47395936569476,0.0006360502445814185
approachable,1,12,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
approached,6,10,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
approaching,4,11,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
approbation,13,11,6.347532274760258e-05,13.943444648995982,0.0008850646493083522
appropriate,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
approve,9,7,4.394445420987871e-05,14.47395936569476,0.0006360502445814185
approved,5,8,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
approves,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
approving,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
apricot,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
april,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
apt,3,3,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
aptitude,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
arbour,2,6,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
arch,2,4,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
archibald,2,9,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
archly,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
archness,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
ardent,3,6,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
ardour,6,6,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
are,380,3,0.001855432511083768,9.074028758806126,0.016836247965597975
argue,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
arguing,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
argument,5,8,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
arguments,4,9,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
arise,8,5,3.9061737075447746e-05,14.643884367137073,0.0005720155609123678
arisen,2,6,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
arising,2,7,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
aristocratic,1,12,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
arm,14,3,6.835803988203356e-05,13.836529445079469,0.0009458380316356741
armed,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
arms,12,4,5.8592605613171615e-05,14.058921866415917,0.0008237488642653024
army,1,4,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
arose,13,5,6.347532274760258e-05,13.943444648995982,0.0008850646493083522
around,21,6,0.00010253705982305033,13.251566944358313,0.0013587767125228247
arrange,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
arranged,14,8,6.835803988203356e-05,13.836529445079469,0.0009458380316356741
arrangement,11,11,5.370988847874065e-05,14.184452748499776,0.0007618453752538893
arrangements,9,12,4.394445420987871e-05,14.47395936569476,0.0006360502445814185
arranger,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
arranging,3,9,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
arrangé,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
arrival,44,7,0.0002148395539149626,12.184452748499776,0.002617702393185632
arrive,5,6,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
arrived,30,7,0.00014648151403292905,12.736993771528555,0.0018657341318814899
arrives,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
arriving,5,8,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
art,5,3,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
artful,4,6,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
article,6,7,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
articles,2,8,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
articulate,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
articulation,1,12,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
artificial,5,10,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
artist,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
artless,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
artlessness,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
as,2031,2,0.009916798500029297,6.655909842840921,0.06600531674581507
ascended,3,8,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
ascending,2,9,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
ascent,2,6,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
ascertain,6,9,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
ascertained,5,11,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
ascertaining,2,12,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
ash,1,3,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
ashamed,23,7,0.00011230249409191226,13.12032241108006,0.0014734449300543026
ashore,2,6,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
aside,7,5,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
ask,46,3,0.00022460498818382453,12.12032241108006,0.002722284871924781
asked,48,5,0.00023437042245268646,12.058921866415917,0.0028262546121558367
asking,10,6,4.8827171344309684e-05,14.321956272249711,0.0006993006128908475
asleep,3,6,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
asp,6,3,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
aspect,3,6,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
assembled,3,9,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
assemblies,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
assent,4,6,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
assented,2,8,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
assenting,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
assert,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
asserted,3,8,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
assertion,10,9,4.8827171344309684e-05,14.321956272249711,0.0006993006128908475
assertions,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
assiduities,2,11,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
assiduous,3,9,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
assiduously,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
assigned,2,8,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
assist,18,6,8.788890841975742e-05,13.47395936569476,0.0011842115807430796
assistance,20,10,9.765434268861937e-05,13.321956272249711,0.0013009468830930755
assistant,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
assistants,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
assisted,11,8,5.370988847874065e-05,14.184452748499776,0.0007618453752538893
assisting,3,9,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
assizes,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
associate,2,9,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
associated,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
associates,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
associating,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
association,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
associations,2,12,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
assorting,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
assuage,2,7,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
assume,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
assumed,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
assuming,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
assurance,14,9,6.835803988203356e-05,13.836529445079469,0.0009458380316356741
assurances,11,10,5.370988847874065e-05,14.184452748499776,0.0007618453752538893
assure,57,6,0.0002783148766625652,11.810994352972331,0.003287175436609748
assured,31,7,0.00015136423116736002,12.689688056750198,0.0019207648764636245
assuring,3,8,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
astonish,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
astonished,21,10,0.00010253705982305033,13.251566944358313,0.0013587767125228247
astonishing,5,11,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
astonishment,28,12,0.00013671607976406712,12.836529445079469,0.001754959983507281
astray,2,6,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
asunder,4,7,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
at,1372,2,0.0066990879084392885,7.2218196009642615,0.048379604365749534
ate,4,3,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
atkinson,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
atlantic,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
atmosphere,3,10,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
atone,2,5,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
atoned,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
atonement,4,9,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
atoning,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
attach,9,6,4.394445420987871e-05,14.47395936569476,0.0006360502445814185
attached,15,8,7.324075701646453e-05,13.736993771528555,0.0010061078229572095
attaching,6,9,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
attachment,59,10,0.0002880803109314271,11.761241317775232,0.0033881820557642365
attachments,5,11,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
attack,4,6,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
attacked,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
attacks,2,7,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
attainable,2,10,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
attained,2,8,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
attaining,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
attempt,22,7,0.0001074197769574813,13.184452748499776,0.0014162709735502973
attempted,14,9,6.835803988203356e-05,13.836529445079469,0.0009458380316356741
attempting,10,10,4.8827171344309684e-05,14.321956272249711,0.0006993006128908475
attempts,7,8,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
attend,20,6,9.765434268861937e-05,13.321956272249711,0.0013009468830930755
attendance,7,10,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
attendant,2,9,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
attendants,2,10,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
attended,24,8,0.00011718521122634323,13.058921866415917,0.0015303125173042615
attending,25,9,0.00012206792836077421,13.00002817736235,0.0015868865082423133
attends,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
attention,85,9,0.00041503095642663227,11.234493430999372,0.0046626625536363864
attentions,17,10,8.300619128532646e-05,13.556421525886734,0.0011252669183222713
attentive,13,9,6.347532274760258e-05,13.943444648995982,0.0008850646493083522
attentively,4,11,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
attitude,4,8,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
attract,4,7,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
attracted,3,9,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
attraction,8,10,3.9061737075447746e-05,14.643884367137073,0.0005720155609123678
